"position_id";"name";"number";"unit";"lot_id";"tender_id";"isDeleted";"cost";"costPerUnit";"applyingAddress"
"4196786";"Диск Verbatium CD-R 700Mb 10шт box. или эквивалент";"0";;"9663148";"8444693";"0";NULL;NULL;NULL
"4196787";"Диск Verbatium DVD-R 4.7Gb 10шт box. или эквивалент";"0";;"9663148";"8444693";"0";NULL;NULL;NULL
"4196788";"Диск Verbatium DVD-(+)8.5Gb 10шт box. или эквивалент";"0";;"9663148";"8444693";"0";NULL;NULL;NULL
"4217897";"Основание для проектирования";"0";;"9675627";"8457700";"0";NULL;NULL;NULL
"4267877";"Раздел 1. Приемно-диагностическое отделение";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267878";"Стены и перегородки";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267879";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267880";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267881";"Раздел 2. Отделение хирургии и гинекологии";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267882";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267883";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267884";"Разные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267885";"Раздел 3. Детское отделение";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267886";"Перегородки";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267887";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267888";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267889";"Разные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267890";"Раздел 4. Отделение реанимации и интенсивной терапии";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267891";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267892";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267893";"Разные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267894";"Раздел 5. Терапевтическое отделение";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267895";"Стены и перегородки";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267896";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267897";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267898";"Разные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267899";"Раздел 6. Инженерный этаж (подвал)";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267900";"Полы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267901";"Дверные проемы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267902";"Отделочные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267903";"Разные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267904";"Раздел 7. Прочие работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267905";"Отмостка";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267906";"Раздел 1. Демонтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267907";"Раздел 2. Сантехнические работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267908";"Раздел 1. Терапевтическое и неврологическое отделение";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267909";"Монтаж вентиляции терапевтического и неврологическое отделения";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267910";"Раздел 2. Детское отделение и отделение реанимации";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267911";"Монтаж вентиляции Детского отделения и отделения реанимации";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267912";"Раздел 3. Приемное отделение, клинико-диагностическая лаборатория";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267913";"Монтаж вентиляции  приемного отделения,  клинико-диагностической  лаборатории";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267914";"Раздел 4. Подвал";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267915";"Монтаж вентиляции подвала";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267916";"Раздел 5. Оборудование";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267917";"Раздел 6. Строительные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267918";"Раздел 7. Демонтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267919";"Раздел 1. Демонтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267920";"Раздел 2. Сантехнические работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267921";"Узел ввода";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267922";"Водоснабжение главного корпуса";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267923";"Приемно-диагностическое отделение, оперблок";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267924";"Противопожарный водопровод";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267925";"Раздел 1. Демонтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267926";"Раздел 2. Сантехнические работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267927";"Приемно-диагностическое отделение, операционный блок";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267928";"Раздел 1. Демонтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267929";"Раздел 2. Монтажные работы";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267930";"Раздел 3. Заземление";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267931";"Раздел 4. Оборудование";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4267932";"Раздел 1. Транспортировка мусора";"0";;"9707855";"8489214";"0";NULL;NULL;NULL
"4343371";"Лейкопластырь гипоаллергенный на тканевой основе 3 см х 500см.";"0";;"9752965";"8533877";"0";NULL;NULL;NULL
"4372135";"Картофель";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372136";"Капуста";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372137";"Лук репчатый";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372138";"Морковь";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372139";"Баклажаны";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372140";"Помидоры";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4372141";"Огурцы";"0";;"9772856";"8552582";"0";NULL;NULL;NULL
"4381712";"Раздел 1. Дорожные работы";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381713";"ДОРОЖНЫЕ РАБОТЫ  В ГРАНИЦЕ ЗЕМЛЕОТВОДОВ";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381714";"Установка бортовых камней";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381715";"Установка бортовых камней";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381716";"Устройство подстилающих и выравнивающих слоев оснований";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381717";"Устройство мостовых брусчатых с заполнением швов мастикой при высоте брусчатки 10 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381718";"Брусчатое покрытие отмостки О-1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381719";"Устройство покрытия толщиной 3 см из горячих";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381720";"Устройство асфальтобетонного проезда Д-1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381721";"Устройство покрытия толщиной 1 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381722";"Устройство покрытия толщиной 6 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381723";"Устройство покрытия толщиной 4 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381724";"Устройство брусчатых проездов Д-2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381725";"Устройство подстилающих и выравнивающих слоев оснований";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381726";"Устройство мостовых брусчатых с заполнением швов  мастикой при высоте брусчатки 10 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381727";"Раздел 2. ОЗЕЛЕНЕНИЕ";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381728";"Посадка деревьев с комом 0,5х0,4";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381729";"Подготовка стандартных посадочных мест для деревьев и кустарников с круглым комом земли вручную размером 0,5x0,4 м с добавлением  земли до 100%";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381730";"Подготовка стандартных посадочных мест для деревьев и кустарников с круглым комом земли механизированным способом размером 0,5x0,4 м с добавлением  земли до 100%";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381731";"Посадка деревьев и кустарников";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381732";"Посадка деревьев с комом 1,0х0,6";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381733";"Подготовка стандартных посадочных мест для деревьев и кустарников с квадратным комом земли вручную размером 1,0x1,0x0,6 м с добавлением земли до 100%";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381734";"Подготовка стандартных посадочных мест для деревьев и кустарников с квадратным комом земли механизированным способом размером 1,0x1,0x0,6 м с  растительной земли до 100%";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381735";"Посадка деревьев и кустарников";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381736";"Посадка многолетних цветников при густоте посадки 1,6 тыс. шт. цветов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381737";"Раздел 3. Земляные работы";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381738";"Рытье ям для установки стоек и столбов глубиной 0,7 м";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381739";"Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381740";"Погрузка вручную неуплотненного грунта из штабелей и отвалов в транспортные средства, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381741";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381742";"Устройство основания под трубопроводы";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381743";"Устройство постели при одном кабеле в траншее";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381744";"Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381745";"Уплотнение грунта пневматическими трамбовками, группа грунтов 1-2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381746";"Устройство трубопроводов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381747";"Пробивка в кирпичных стенах отверстий круглых диаметром до 50 мм при толщине стен до 38 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381748";"Пробивка в кирпичных стенах отверстий круглых диаметром до 50 мм при толщине стен до 51 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381749";"Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381750";"Погрузка вручную неуплотненного грунта из штабелей и отвалов в транспортные средства, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381751";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381752";"Устройство основания под трубопроводы";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381753";"Устройство постели при одном кабеле в траншее";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381754";"Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381755";"Уплотнение грунта пневматическими трамбовками, группа грунтов 1-2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381756";"Устройство трубопроводов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381757";"Устройство трубопроводов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381758";"Пробивка в кирпичных стенах отверстий круглых диаметром до 50 мм при толщине стен до 51 см";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381759";"Раздел 4. Монтажные работы";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381760";"Устройство монолитных железобетонных фундаментов из привозного тяжелого бетона объемом до 25 м3";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381761";"Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381762";"Монтаж кабеля до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381763";"Монтаж кабеля до 35 кВ по установленным конструкциям и лоткам с креплением по всей длине, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381764";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381765";"Монтаж кабеля до 35 кВ в готовых траншеях без покрытий, масса 1 м до 2 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381766";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 2 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381767";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381768";"Затягивание провода в проложенные трубы и металлические рукава первого одножильного или многожильного в общей оплетке, суммарное сечение до 6 мм2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381769";"Монтаж заделки концевой с термоусаживающимися полиэтиленовыми перчатками для 3-4-жильного кабеля с бумажной изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381770";"Монтаж прожектора, отдельно устанавливаемого на кронштейне, установленном на опоре, с лампой мощностью 500 Вт";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381771";"Устройство монолитных железобетонных фундаментов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381772";"Установка стоек для радиотрансляционных сетей одинарных на напряжение до 240 В";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381773";"Монтаж прожектора, отдельно устанавливаемого на кронштейне, установленном на опоре, с лампой мощностью 500 Вт";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381774";"Монтаж кронштейна специального на опорах для светильников сварные металлические, количество рожков 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381775";"Монтаж коробки (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381776";"Устройство монолитных железобетонных фундаментов";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381777";"Установка стоек для радиотрансляционных сетей одинарных на напряжение до 240 В";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381778";"Монтаж кронштейна специального на опорах для светильников сварные металлические, количество рожков 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381779";"Монтаж светильника, устанавливаемый вне зданий";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381780";"Монтаж коробки с зажимами, устанавливаемая на конструкции на стене или колонне, для кабелей или проводов сечением до 10 мм2, с количеством зажимов до 6";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381781";"Монтаж автомата одно-, двух-, трехполюсный, устанавливаемый на конструкции на стене или колонне, на ток до 25 А";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381782";"Монтаж ящика для трубных проводок протяжной или коробка, размер до 500х500 мм";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381783";"Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381784";"Монтаж кабеля до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381785";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381786";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381787";"Монтаж кабеля до 35 кВ в готовых траншеях без покрытий, масса 1 м до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381788";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381789";"Монтаж заделки концевой с термоусаживающимися полиэтиленовыми перчатками для 3-4-жильного кабеля с бумажной изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381790";"Разводка по устройствам и подключение жил кабелей или проводов сечением до 10 мм2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381791";"Установка стальных конструкций, остающихся в теле бетона";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381792";"Монтаж кабеля до 35 кВ в проложенных трубах, блоках и коробах, масса 1 м кабеля до 1 кг";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381793";"Монтаж светильника, устанавливаемый вне зданий с лампами люминесцентными";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381794";"Монтаж заделки концевой с термоусаживающимися полиэтиленовыми перчатками для 3-4-жильного кабеля с бумажной изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381795";"Раздел 5. Подпорная стенка";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381796";"Ремонт горловин колодцев с заменой плиты перекрытия и люка (3 колодца)";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381797";"Разборка покрытий и оснований асфальтобетонных с помощью молотков отбойных";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381798";"Демонтаж чугунных люков";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381799";"Демонтаж существующей плиты перекрытия";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381800";"Разборка железобетонных фундаментов (понижение горловины колодца на 0,5 м)";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381801";"Погрузка мусора строительного экскаваторами емкостью ковша до 0,5мЗ";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381802";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381803";"Устройство дорожных покрытий из плит площадью до 3 м2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381804";"Установка люка";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381805";"Наращивание горловины колодца четырьмя рядами бортового камня с заменой плиты перекрытия и люка (10 колодцев)";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381806";"Разборка покрытий и оснований асфальтобетонных с помощью молотков отбойных";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381807";"Демонтаж чугунных люков";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381808";"Демонтаж существующей плиты перекрытия";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381809";"Погрузка мусора строительного экскаваторами емкостью ковша до 0,5мЗ";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381810";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381811";"Установка бортовых камней";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381812";"Заполнение бетоном отдельных мест в перекрытиях";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381813";"Устройство дорожных покрытий из плит площадью до 3 м2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381814";"Установка люка";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381815";"Устройство подпорной стенки, лестниц, цветочниц";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381816";"Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов 2";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381817";"Перевозка грузов автомобилями-самосвалами грузоподъемностью 10 т работающих вне карьера: расстояние перевозки 15 км; нормативное время пробега 1,264 час; класс груза 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381818";"Изготовление кружал и опалубки при бетонировании стен";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381819";"Устройство бетонной подготовки";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381820";"Устройство стен подвалов и подпорных стен железобетонных высотой до 3 м, толщиной до 500 мм";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381821";"Устройство монолитной лестницы из железобетона";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381822";"Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 1";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381823";"Устройство на плоских и криволинейных поверхностях каркаса изоляции";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381824";"Облицовка стен полированными гранитными плитами толщиной до 40 мм, число плит в 1 м2 до 4";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381825";"Облицовка крышки парапета гранитными полированными плитами, число плит в 1 м2 до 4";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381826";"Установка бортовых камней";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381827";"Подготовка почвы для устройства партерного и обыкновенного газона с внесением земли слоем 30 см вручную";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381828";"Посев газонов партерных, мавританских и обыкновенных вручную";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381829";"Подготовка почвы для устройства партерного и обыкновенного газона с внесением растительной земли слоем 15 см механизированным способом";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381830";"Подготовка почвы для устройства партерного и обыкновенного газона с внесением растительной земли слоем 15 см вручную";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4381831";"Посев газонов партерных, мавританских и обыкновенных вручную";"0";;"9777996";"8558179";"0";NULL;NULL;NULL
"4382398";"Демонтаж  подвесных потолков (на ширину 0,6 м по длине для устройства перегородки)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382399";"Устройство перегородок из гипсокартонных листов (ГКЛ) (12 мм) с одинарным металлическим каркасом и однослойной обшивкой с обеих сторон с двумя дверными проемами  ";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382400";"Устройство подвесных потолков по каркасу из оцинкованного профиля";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382401";"Покрытие поверхностей грунтовкой  за 1 раз потолков";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382402";"Шпатлевка по  сборным конструкциям стен, подготовленных под окраску";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382403";"Окраска поливинилацетатными водоэмульсионными составами высококачественная по сборным конструкциям стен, подготовленным под окраску";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382404";"Демонтаж уголков ПВХ";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382405";"Разборка плинтусов цементных и из керамической плитки";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382406";"Разборка облицовки из гипсокартонных листов потолков";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382407";"Демонтаж  подвесных потолков типа   (холл и коридор)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382408";"Демонтаж дверных коробок в каменных стенах с отбивкой штукатурки в откосах (2 двери х 4,34)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382409";"Шпатлевка потолков";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382410";"Монтаж ГКЛ (по стене без каркаса) (толщина 9,5 мм)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382411";"Монтаж ГКЛ  по потолку (короб 0,18 х 0,6 м по периметру помещения)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382412";"Установка блоков  дверных, площадь проема до 3 м2 ";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382413";"Монтаж натяжных потолков";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382414";"Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей толщиной до 10 мм стен";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382415";"Покрытие поверхностей грунтовкой  за 1 раз потолков";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382416";"Шпатлевка при высококачественной окраске по штукатурке и сборным конструкциям стен, подготовленным под окраску";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382417";"Окраска поливинилацетатными водоэмульсионными составами высококачественная по штукатурке стен";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382418";"Монтаж ограждений из нержавеющей стали (барьерная стойка)";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382419";"Насечка  поверхностей полов под керамогранит";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382420";"Устройство покрытий из керамогранита на растворе их сухой смеси с приготовлением раствора в построечных условиях из плиток керамогранитных";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382421";"Устройство плинтусов из плиток керамогранитных  ";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382422";"Разборка плинтусов цементных и из керамической плитки";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382423";"Разборка покрытий полов из керамических плиток";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382424";"Покрытие поверхностей грунтовкой";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382425";"Устройство покрытий на растворе их сухой смеси с приготовлением раствора в построечных условиях из плиток керамогранитных";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4382426";"Устройство плинтусов из плиток керамогранитных";"0";;"9778894";"8558939";"0";NULL;NULL;NULL
"4537723";"Установка вентиляторов типа RK";"0";;"9879119";"8657221";"0";NULL;NULL;NULL
"4537724";"Установка вентиляторов  типа СК  и осевых  ";"0";;"9879119";"8657221";"0";NULL;NULL;NULL
"4736367";"Наименование
	 продукции";"0";;"9997745";"8775553";"0";NULL;NULL;NULL
"4736368";"Наименование
	 продукции";"0";;"9997747";"8775554";"0";NULL;NULL;NULL
"4776875";"Областное  государственное учреждение культуры «Ленинский мемориал»";"0";;"10018026";"8796602";"0";NULL;NULL;NULL
