"lot_id";"tender_id";"name";"cost";"srcCost";"isDeleted";"lastCheckTime";"costPerUnit";"number";"unit";"region_id";"field_id";"company_id";"applyingAddress";"phase_id";"lotNumber"
"12258649";"10963760";"Поставка многофункциональных устройств ";"1200000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12258776";"10963732";"«Поставка расходных материалов для оргтехники для нужд филиала ФГБУ «ФКП Росреестра » по Алтайскому краю» ";"2435423";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12258791";"10963730";"выполнение работ по капитальному ремонту помещений здания, расположенного по адресу: Красноярский край, г. Назарово, ул.30 лет ВЛКСМ, №75. в рамках ведомственной целевой программы «Модернизация системы здравоохранения муниципального образования г. Назарово на 2011 – 2012 годы» ";"2209501";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12263885";"10970166";"Выполнение текущего ремонта здания гарнизонного военного суда ";"1950000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12264805";"10970208";"Выполнение работ по проведению капитального ремонта здания и помещений, пригодных для создания дополнительных мест детям, обучающимся по основным общеобразовательным программам дошкольного образования государственного бюджетного общеобразовательного учреждения средней общеобразовательной школы п. Новый Кутулук муниципального района Борский, расположенного по адресу: Самарская область, Борский район, п. Новый Кутулук , ул. Школьная, д.8 ";"1388021.81";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12267361";"10971976";"ПРАВО ЗАКЛЮЧЕНИЯ ГОСУДАРСТВЕННОГО КОНТРАКТА НА ВЫПОЛНЕНИЕ РАБОТ ПО КАПИТАЛЬНОМУ РЕМОНТУ ФЕЛЬДШЕРСКО-АКУШЕРСКОГО ПУНКТА П. ЛЕЙПИ ГОБУЗ « КОВДОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА» ";"1913700";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12271163";"10974431";"468ЭА-2-12 .Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту ГБУЗ НО «Выксунская ЦРБ» (городская поликлиника) ";"9230000";NULL;"1";"2015-07-08 18:45:22";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12271958";"10975633";"448ЭА-1-12.Открытый аукцион в электронной форме на право заключить государственный контракт на поставку мультисистем кондиционирования с инвертором для нужд Законодательного Собрания Нижегородской области ";"1750350";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12272480";"10976647";"Оказание услуг по изготовлению и поставке бланочной и печатной продукции для нужд муниципальных медицинских и муниципальных медицинских бюджетных учреждений городского округа Самара. ";"1212967.5";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12281161";"10985386";"Приобретение работ на ремонт коридоров первого и второго этажей и крылец в муниципальном бюджетном дошкольном образовательном учреждении «Центр развития ребенка - детский сад № 57» по адресу: город Магадан, улица Берзина , дом 7 б ";"1929055";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12312204";"11015059";"Выполнение работ по техническому обследованию строительных конструкций многоквартирных домов (31 дом), расположенных в городе Северодвинске (для субъектов малого предпринимательства). ";"1790151.76";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12315170";"11017725";"Выполнение работ по техническому обследованию строительных конструкций многоквартирных домов (25 домов), расположенных в городе Северодвинске (для субъектов малого предпринимательства). ";"1377846.28";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12316130";"11017782";"497ЭА-2-12. Открытый аукцион в электронной форме на право заключить государственный контракт на выполнение работ по нанесению горизонтальной дорожной разметки краской на автомобильных дорогах общего пользования регионального или межмуниципального значения, находящихся в государственной собственности Нижегородской области, Воскресенский, Лысковский районы, города областного значения Семенов и Бор ";"2724745";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12320286";"11024019";"На право заключения государственного контракта на организацию поставки пищевых продуктов ";"2791475";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12330563";"11032865";"Выполнение работ по капитальному ремонту блока «ГД» и окончанию работ по блокам « А», «Б», «В » МБУЗ «Городская больница №20 города Ростова-на-Дону» в течение 2012 года ";"115088159";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12335315";"11036950";"Выполнение работ по демонтажу рекламных конструкций на территории города Красноярска ";"1999589";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12336144";"11038116";"Реконструкция системы вентиляции родильного отделения ";"3000000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12341491";"11043729";"Выполнение работ по реконструкции ИТП (монтаж, пуско-наладка , автоматизация ИТП; монтаж, пуско-наладка по комплексному опробированию и наладке смонтированного оборудования счетчиков средств измерения ( УКУТЭ ); сдача системы вентиляции теплоснабжающей организации) ";"2700000";NULL;"1";"2015-07-08 18:01:17";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12341894";"11043638";"Выполнение работ по завершению строительства объекта «Автодорога по ул. 4-ая Дальневосточная от ул. Шахтеров до ул. Л. Шевцовой в г. Красноярске» ";"190424760.88";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12342341";"11043459";"483ЭА-2-12 .Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту детского отделения ГБУЗ НО « Кстовская ЦРБ» ";"1200000";NULL;"1";"2015-07-08 18:01:54";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12345811";"11047636";"484ЭА-2-12 .Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту Детской поликлиники ГБУЗ НО « Кстовская ЦРБ» ";"1500000";NULL;"1";"2015-07-08 17:58:24";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12347396";"11048852";"право заключения гражданско-правового Договора бюджетного учреждения на выполнение Работ по устройству, ремонту наружного ограждения для нужд ГОБУЗ «Мурманская областная психиатрическая больница» ";"3064300";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12348854";"11050563";"Проведение капитального ремонта санитарных узлов казармы учебной роты войсковой части 3641 ";"1600000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12349512";"11051249";"право заключения гражданско-правовых договоров бюджетных учреждений на поставку препаратов и средств медицинских прочих для нужд учреждений здравоохранения Мурманской области ";"4263389.18";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12349986";"11051769";"536ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту детского отделения ГБУЗ НО « Шахунская ЦРБ» ";"6249829";NULL;"1";"2015-07-08 17:49:43";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12350206";"11051899";"право заключения договора на выполнение работ по ремонту помещений для нужд ГБУ МО РЦОКО ";"1070000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12350756";"11052528";"капитальный ремонт солдатской столовой войсковой части 6533 ";"1900840.67";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12381135";"11080721";"Право заключения договора на выполнение ремонтно-строительных (строительно-монтажных) работ на объекте «Кинозал ""Ретро"", Центральный район, ул. Кирова, д. 24» ( ОАЭФ-ООРиУ-56-12 ) ";"2297196.9";NULL;"1";"2015-07-08 17:37:30";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12383084";"11082842";"На право заключить гражданско-правовой договор на поставку продуктов питания (овощи свежие) ";"1369972";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12384300";"11083643";"Разработка проектной и рабочей документации по объекту «Выставочный зал детской школы искусств им. А. Пластова », р.п. Карсун , ул. Советская, д.16А, Ульяновская область ";"1816743";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12401893";"11101738";"на поставку комплектующих к оргтехнике ";"1196275";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12403835";"11104901";"516ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту помещений учреждения ГБУЗ НО «Областной медицинский центр планирования семьи и репродукции» ";"3175977";NULL;"1";"2015-07-08 17:22:51";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12403992";"11105165";"Право заключения государственного контракта на реконструкцию систем вентиляции, кондиционирования и помещений операционного блока в больнице в 2012 году для оказания высокотехнологичных видов медицинской помощи, диагностики и лечения ранних стадий онкологических, сердечно-сосудистых заболеваний ";"34862700.66";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12405095";"11107224";"Выполнение работ по ремонту фасада МБДОУ «Детский сад № 67 ""Медвежонок"" комбинированного вида» Управления образования Администрации Северодвинска. ";"4363938";NULL;"0";"2015-07-08 17:22:01";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12414201";"11112805";"Услуги по проведению энергетического обследования ( энергоаудита ) с разработкой энергетического паспорта, включающего рекомендации и технических решения по рациональному использованию энергетических ресурсов зданий 23 образовательных учреждений Министерства образования и науки Чеченской Республики ";"8200000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12414236";"11112795";"585ЭА-2-12 .Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту главного лечебного корпуса (детское отделение) ГБУЗ НО « Перевозская ЦРБ» ";"17996038";NULL;"1";"2015-07-08 17:15:39";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12415981";"11115726";"Право заключения государственного контракта на выполнение ремонтно-строительных работ в поликлинике в 2012 году ";"1862084.84";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12416101";"11115584";"поставка лекарственных средств, влияющих на процессы обмена ";"2427500";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12416191";"11115743";"625ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту ГБУЗ НО «Наркологическая больница» ";"1204768";NULL;"1";"2015-07-08 17:12:27";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12417101";"11116857";"Совместный открытый аукцион на выполнение ремонтных работ в МБДОУ Октябрьского района г. Красноярска в 2012 году ";"1418040.86";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12436442";"11137397";"563ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту помещений ГБУЗ НО «Городская детская больница №8 г. Дзержинска» ";"42756052";NULL;"1";"2015-07-08 17:05:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12465014";"11160811";"выполнение работ по текущему ремонту пожарной сигнализации в помещениях 2-го этажа и установка противопожарных дверей в помещениях кладовых (1-5 эт и подвале) и запасных выходов на 1-ом этаже здания литера А в рамках противопожарных мероприятий в СПб ГБСУ СО «Психоневрологический интернат №7». ";"1299966";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12477921";"11173941";"право заключения Договора на выполнение ремонтно-строительных Работ по устройству путей эвакуации для нужд ГОБУЗ «Мурманская областная психиатрическая больница» ";"1096000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12492101";"11188810";"Выбор поставщика на право заключения государственного контракта на поставку бумаги для нужд ГУ - Отделения ПФР по г. Москве и Московской области для субъектов малого предпринимательства ";"1600000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12492608";"11189049";"Выполнение работ по обустройству, оборудованию, установке и доукомплектованию детских и детско-спортивных площадок Лазаревского внутригородского района города Сочи (размещение заказа у субъектов малого предпринимательства) ";"4850000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12501510";"11197161";"( № 54 э – 2012 ) На право заключения государственного контракта на поставку канцелярских принадлежностей в 2012 году ";"3140542.95";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12503516";"11198734";"Право заключения договора на поставку расходных материалов для отделения стоматологии для нужд ФГБУ «Федеральный медицинский центр» Росимущества ";"3111054.76";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12504504";"11200339";"602ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту поликлиники ГБУЗ НО « Ковернинская центральная районная больница» ";"4388000";NULL;"1";"2015-07-08 16:13:53";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12510156";"11206441";"033 Проведение работ по капитальному ремонту здания родильного отделения МБУЗ «Туруханская ЦРБ» ";"19714350";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12518600";"11214423";"Оказание услуг по техническому обслуживанию, ремонту системы пожарной сигнализации и системы оповещения людей о пожаре в образовательных учреждениях МО «Сельское поселение Хатанга» ";"3101918.94";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12526855";"11223169";"Поставка компьютерного и офисного оборудования для нужд Волгодонского филиала ЮРГТУ (НПИ) ";"1762999.38";NULL;"1";"2015-07-08 15:56:45";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12527881";"11224365";"Выполнение работ по обеспечению бесперебойной работы сайта www. sochi ru . ru в рамках мероприятий пункта 6 (Маркетинг и коммуникационная политика) Городской целевой программы «Развитие санаторно-курортного и туристского комплекса города Сочи на 2009-2013 годы» ";"1000000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12528425";"11224835";"647ЭА-1-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на поставку молока и молочной продукции для нужд ГБУЗ НО « Борская центральная больница» ";"1049143.7";NULL;"1";"2015-07-08 15:52:40";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12530144";"11226611";"709ЭА-1-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на поставку рабочего места ЛОР-врача для нужд ГБУЗ НО ""Нижегородский областной онкологический диспансер"" в рамках программы ""Модернизация здравоохранения Нижегородской области на 2011-2012 годы"" ";"5560000";NULL;"1";"2015-07-08 15:49:15";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12532759";"11228630";"Приобретение работ на капитальный ремонт фасадов в муниципальном бюджетном общеобразовательном учреждении «Средняя общеобразовательная (русская культурологическая) школа № 2» по адресу: город Магадан, улица Горького, дом 9 ";"9995202";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12557214";"11251646";"Открытый аукцион в электронной форме на право заключения Договора на выполнение работ по аэродинамической наладке систем вентиляции и кондиционирования воздуха в экспозиционных залах ГБУК г. Москвы «ГМЗ « Царицыно » ";"1320672.97";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12562750";"11256918";"Право заключения контракта на капитальный ремонт помещений палатного неинфекционного отделения ФГБУЗ ЦКБВЛ ФМБА России, для нужд Федерального государственного бюджетного учреждения здравоохранения ""центральная клиническая больница востановительного лечения Федерального медико-биологич ";"23600060.48";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12564459";"11258509";"593ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту поликлиники ГБУЗ НО « Борская ЦРБ» ";"20627163";NULL;"1";"2015-07-08 15:30:41";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12565556";"11259696";"закрепление грунтов основания фундаментов здания стационарного корпуса ";"3925371";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12565815";"10062239";"ОА- 462/11 Право заключения гражданско-правового договора на проведение работ по ремонту 6-го этажа стационара ";"19276834";NULL;"0";"2015-07-10 11:05:01";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12574031";"11268201";"0-- ЭА-12 . Открытый аукцион в электронной форме на право заключить муниципальный контракт на выполнение работ по ремонту в здании МКОУ ДОД ДООЦ «Чайка» в д. Дресвищи Сокольского муниципального района Нижегородской области. ";"1000000";NULL;"1";"2015-07-08 15:26:37";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12578782";"11272766";"597ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту помещений гинекологического отделения стационара ГБУЗ НО « Кулебакская ЦРБ», расположенного по адресу: Нижегородская область, г. Кулебаки, ул. Степана Разина , д.112 ";"2931448";NULL;"1";"2015-07-08 15:23:45";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12579255";"11273524";"Выполнение работ по берегоукреплению и благоустройству р. Кача (левый берег) ";"7873561.74";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12580794";"11274781";"Выполнение работ по детальному (инструментальному) обследованию строительных конструкций, разработке проектной документации на капитальный ремонт здания, расположенного по адресу: пр. 60 лет образования СССР, 22 ";"3225963.57";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12592799";"11285965";"открытый аукцион в электронной форме среди субъектов малого предпринимательства на право заключить муниципальный контракт на выполнение строительно-монтажных работ по газоснабжению д. Тюрино ";"1789948";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12598327";"11290907";"594ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту главного корпуса ГБУЗ НО « Борская ЦРБ» (неврологического и хирургического отделений под организацию первичного сосудистого отделения) ";"8762000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12598467";"11291023";"592ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту ГБУЗ НО «Инфекционная клиническая больница № 2» (9-го, 4-го отделений) ";"4931632";NULL;"1";"2015-07-08 15:05:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12600788";"11292961";"Выполнение работ по ремонту дороги вдоль Теплой речки в Ленинском районе г. Красноярска ";"9328385.59";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12601407";"11293722";"открытый аукцион в электронной форме на право заключения муниципального контракта на выполнение работ по капитальному ремонту объектов социальной сферы муниципального образования ""Город Архангельск"" в 2012 году ";"32751962";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12601585";"11293670";"поставка запасных частей для автомашин ";"1389285";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12602915";"11295237";"Поставка мебели ";"1587712.5";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12606045";"11298316";"поставка средств противовирусных, иммуномодуляторов ";"1156700";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12606921";"11299206";"поставка препаратов гормональных ";"1152200";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12607672";"11299907";"Выполнение работ по выборочному капитальному ремонту системы отопления, санитарных узлов, комнат личной гигиены больных и медицинского персонала в МБУЗ «Городская клиническая больница № 4» ";"6340332.07";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12609757";"11301760";"Выполнение работ по отделке поверхностей путей эвакуации пожаробезопасными материалами в МБУЗ «Городская детская поликлиника № 3» ";"3258918.63";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12609996";"11301885";"Выполнение работ по капитальному ремонту кровли здания администрации Советского района в городе Красноярске ";"2100000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12610034";"11301911";"824ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по ремонту системы вентиляции в помещениях зданий ГБУ « Понетаевский ПНИ» ";"1294196";NULL;"1";"2015-07-08 14:48:42";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12610096";"11302083";"выборочный капитальный и текущий ремонт загородной базы ";"9441704.9";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12614159";"11305507";"679ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту ГБУЗ НО «Нижегородская областная психоневрологическая больница №3» (отделения №№1,2,3,4,5) ";"14615628";NULL;"0";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12617111";"11308031";"Выполнение работ по валке, формовочной обрезке деревьев и сухих ветвей (размещение заказа у субъектов малого предпринимательства) ";"5799661";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12618655";"11308883";"ОА- 78/12 Право заключения гражданско-правового договора на поставку лекарственных средств ";"1547700.5";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12619492";"11309669";"Отбор финансовых организаций на оказание финансовых услуг по предоставлению кредитов на финансирование дефицита бюджета города Пензы и погашение долговых обязательств ";"29700000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12620589";"11311579";"Капитальный ремонт отделения реанимации хирургического корпуса МБУЗ "" Курагинская ЦРБ"" ";"2424000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12624223";"11314989";"Открытый аукцион в электронной форме на право заключения государственного контракта на выполнение работ по ремонту дорожного покрытия, газонов, ремонту и установке МАФ по бульвару им. Н. Химушина для заказчика ГКУ ""Мосзеленхоз"" ";"27061001.81";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12624233";"11315000";"Открытый аукцион в электронной форме на право заключения государственного контракта на выполнение работ по ремонту газонов, дорожного покрытия, установке ограждений в Сквере на 2-ой Песчаной улице для заказчика ГКУ ""Мосзеленхоз"" ";"21221639.98";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12624394";"11315212";"Капитальный ремонт объектов здравоохранения ";"4445450";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12625756";"11316660";"Выполнение подрядных работ по объекту: «Проектирование и реконструкция системы водоснабжения села Дмитриевка муниципального района Нефтегорский Самарской области» ";"7595490";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12625765";"11316650";"открытый аукцион в электронной форме на право заключения муниципального контракта на выполнение работ по капитальному ремонту объектов социальной сферы муниципального образования ""Город Архангельск"" в 2012 году ";"13767747";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12626331";"11316953";"Выполнение работ по капитальному ремонту сетей наружного освещения образовательных учреждений города Красноярска ";"7951845.79";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12627568";"11318101";"860ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту Алешковского фельдшерско-акушерского пункта ГБУЗ НО «Богородская ЦРБ» ";"3009000";NULL;"0";"2015-07-08 14:21:40";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12630405";"11320208";"ОА- 80/12 Право заключения гражданско-правового договора на поставку лекарственных средств ";"1478973";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12632847";"11322564";"680ЭА-2-12 . Открытый аукцион в электронной форме на право заключить гражданско-правовой договор на выполнение работ по капитальному ремонту ГБУЗ НО «Инфекционная больница №23 г. Нижнего Новгорода» (отделения реанимации и интенсивной терапии) ";"1025920";NULL;"1";"2015-07-08 14:13:18";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12633600";"11322743";"Выполнение работ по капитальному ремонту Центральной библиотеки им. Горького, по адресу: 344082, г. Ростов-на-Дону, ул. Б.Садовая,11 ";"5390740";NULL;"0";"2015-07-08 14:12:54";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"7";NULL
"12640210";"11330059";"Выполнение работ по строительству сети водоснабжения малоэтажной застройки микрорайона «Аэродромный» с. Ермаковское , Ермаковского района, Красноярского края (1I этап) ";"5755130";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12642828";"11333429";"Выполнение работ по капитальному ремонту кровли из профнастила жилого дома по адресу: г.Дзержинск Нижегородской обл., ул.Ленинградская, д.1 ";"1044855";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"12647467";"11337284";"Поставка грузового автомобиля ГАЗ 3309 «Егерь» ";"1095000";NULL;"1";"1999-12-31 16:00:00";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
